Title^Guest^Guest^Guest^Guest^Guest^Length^Producer/Host^Engineer^Date Submitted^Date On Air^Type^Release Form^Notes^Photo
Close Listening #76: M—nica de la Torre Interview^M—nica de la Torre^^^^^28m45s^Charles Bernstein^Jeannie Hopper^8/4/09^8/17/09^P/SW^^^y
Beyond the Subtitles #238: Alyson Michalka, Bandslam^Alyson Michalka^^^^^15m^Stephen Schaefer^Stephen Schaefer^^8/17/09^AT^^^y
The Greatest Interview Show of All Time: Brett Dakin^Brett Dakin^^^^^28m^Will Corwin^Elliot Stapleton^7/23/09^8/10/09^AT^^^n
Beyond the Subtitles #237: Sharto Copley, District 9^Sharlto Copley^^^^^16m38s^Stephen Schaefer^Stephen Schaefer^7/29/09^8/10/09^AT^^^y
Our Correspondents, San Francisco #23: Sandra Phillips, Richard Avedon: Photographs 1946Ñ2004^Sandra Phillips^^^^^30m^Tania Ketenjian^Tania Ketenjian^8/4/09^8/10/09^AT^^^n
Close Listening #75: M—nica de la Torre Reading^M—nica de la Torre^^^^^28m^Charles Bernstein^Jeannie Hopper^8/4/09^8/10/09^P/SW^^^y
Miami on My Mind #35: Lady Wong Davies and Mitchell Wolfson^Lady Wong Davies^Mitchell Wolfson^^^^31m^Jill Spalding^Jeannie Hopper^7/28/09^8/10/09^AT^^^yy
DJ Culture: Lisa Shaw^Lisa Shaw^^^^^1h12m^Jeannie Hopper^Elliot Stapleton^7/23/09^8/3/09^MT^^^y
Fred Forrest: The Experimental Center of the Territory^Fred Forrest^^^^^46m^Ferdinand Corte^Elliot Stapleton^7/2/09^8/3/09^LH^yes^^n
Cooking Up a Storm: Chocolate Mousse^Marja Samsom^^^^^15m^Marja Samson^Jeannie Hopper^7/20/09^8/3/09^AT^yes^^y
The Greatest Interview Show of All Time: Vivian Rosenthal, Tronic Studios^Vivian Rosenthal^^^^^31m^Will Corwin^Jeannie Hopper^7/16/09^8/3/09^AT^yes^^y
Beyond the Subtitles #236: Mark Hartley, Not Quite Hollywood^Mark Hartley^^^^^31m^Stephen Schaefer^Jeannie Hopper^7/28/09^8/3/09^AT^no^^y
Miami on My Mind: Diet Gallery^David Shaw^Daniel Milewski^Nina Johnson^^^44m^Jill Spalding^Jeannie Hopper^7/22/09^7/27/09^AT^yes^^yyy
The Young and the Restless, Pt. 2^Alex de Lucena^Camille Rankine^Paul Ohan^Vanessa Inness^Sean Cunningham^^Will Corwin^Theo Cusick^7/14/09^7/27/09^^yes^^?
Our Correspondents, San Francisco: John Baldessari^John Baldessari^^^^^30m^Tania Ketenjian^Tania Ketenjian^7/20/09^7/27/09^AT^no^^y
The Greatest Interview Show of All Time: Shervone Neckles^Shervone Neckles^^^^^32m^Will Corwin^Jeannie Hopper^6/30/09^7/27/09^AT^yes^^y
Gary Indiana, The Shanghai Gesture, Pts. 1-9^Gary Indiana^^^^^^Gary Indiana^Jeannie Hopper^^spring 2009^P/SW^yes^^y
The Greatest Interview Show of All Time:Victoria Meyers^Victoria Meyers^^^^^35m^Will Corwin^Jeannie Hopper^8/28/09^9/21/09^AT^yes^^y
ARTonAIR Interview: the band- Mamarazzi^Andrew Aprile^Sam Bathrick^Eric Herman^Tacuma Bradley^^55m^Jeannie Hopper^Jeannie Hopper^9/9/09^9/14/09^MT^yes^^nnnn
Our Correspondents, San Francisco #25, Henry Urbach^Henry Urbach^^^^^30m^Tania Ketenjian^Tania Ketenjian^9/3/09^9/21/09^AT^no^^y
ARTonAIR Interviews: Ben Miller^Ben Miller^^^^^21m^David Weinstein^Jeannie Hopper^9/10/09^9/21/09^MT^yes^^y
Close Listening #82: Mira Schor Conversation^Mira Schor^^^^^28m^Charles Bernstein^Charles Bernstein^8/24/09^9/21/09^P/SW^no^^y
Beyond the Subtitles #244: Patton Oswalt^Patton Oswalt^^^^^23m^Stephen Schaefer^Elliot Stapleton^8/20/09^9/21/09^AT^no^^y
ARTonAir Interviews: NY Gypsy Festival^Mehmet Dede^Jeremiah Lockwood^^^^58m^Jeannie Hopper^Jeannie Hopper^9/8/09^9/14/09^MT^yes^^y
Beyond the Subtitles #243, My One and Only^George Hamilton^^^^^23m^Stephen Schaefer^Elliot Stapleton^8/20/09^9/14/09^AT^no^^y
Our Correspondents, San Francisco #26^Mike Judge^^^^^23m^Tania Ketenjian^Elliot Stapleton^9/3/09^9/14/09^AT^no^^y
Close Listening #81: Mira Schor Reading^Mira Schor^^^^^^Charles Bernstein^Elliot Stapleton^8/24/09^9/14/09^P/SW^no^^y
The Greatest Interview Show of All Time: Nir Rosen^Nir Rosen^^^^^55m^Will Corwin^David Weinstein^8/26/09^9/7/09^AT^yes^^y
Close Listening #78: Ken Jacobs^Ken Jacobs^^^^^29m^Charles Bernstein^Jeannie Hopper^8/4/09^9/7/09^P/SW^no^^y
Living History: Crossing Borders, Museum of Arts and Design^Leeza Ahmady^Savita Apte^Carol Solomon^^^1h1m^^Elliot Stapleton^9/10/09^9/21/09^HA^yes^^yyy
ARTonAir Interviews: Nation Beat^Scott Kettner^^^^^52m^Jeannie Hopper^Jeannie Hopper^7/8/09^7/11/09^AT^no^^y
The Greatest Interview Show of All Time: Ellen K. Levy^Ellen K. Levy^^^^^29m^Will Corwin^David Weinstein^6/16/09^7/13/09^AT^no^^y
Beyond the Subtitles #232: Lynn Shelton, Hump Day^Lynn Shelton^^^^^25m^Stephen Schaefer^^6/18/09^7/13/09^AT^no^^y
Off the Rail: Sherman Drexler^Sherman Drexler^^^^^58m^Phong Bui^Jeannie Hopper^6/17/09^7/13/09^AT^no^^y
ARTonAIR Interviews: Conversations on Sex^Diego Cortez^^^^^50m^Anne Livet^Jeannie Hopper^4/9/09^7/6/09^AT^no^^y
Beyond the Subtitles #231: Stephen Frears^Stephen Frears^^^^^16m^Stephen Schaefer^^6/18/09^7/6/09^AT^no^^y
ARTonAIR Interviews: Blue Note International^Adam Hertz^^^^^33m^Jeannie Hopper^Jeannie Hopper^6/29/09^7/6/09^AT^no^^n
Off The Rail: Spoonbill Book Shop^^^^^^49m^Phong Bui^Jeannie Hopper^6/17/09^7/6/09^AT^no^^y
The Greatest Interview Show of All Time: Thomas Mintz^Thomas Mintz^^^^^30m^Will Corwin^Jeannie Hopper^6/9/09^7/6/09^AT^no^^n
ARTonAIR Intervews: Conversations on Sex 2^Diego Cortez^^^^^56m^Anne Livet^David Weinstein^4/16/09^7/20/09^AT^no^^y
The Greatest Interview Show of All Time: Liliana Greenfield-Sanders^Liliana Greenfield-Sanders^^^^^32m^Will Corwin^Jeannie Hopper^7/8/09^7/20/09^AT^no^^y
Jane Kaplowitz, Talk to Me: Venice Biennale 2009, Part 1^Many^^^^^20m^Jane Kaplowitz^Elliot Stapleton^7/2/09^7/13/09^AT^no^^n
Jane Kaplowitz, Talk to Me: Venice Biennale 2009, Part 2^Many^^^^^20m^Jane Kaplowitz^Elliot Stapleton^7/2/09^7/20/09^AT^no^^n
Beyond the Subtitles #233: Shohreh Aghdashloo^Shohreh Aghdashloo^^^^^18m^Stephen Schaefer^Elliot Stapleton^7/6/09^7/20/09^AT^no^^y
Our Correspondent, San Francisco, #?: Robert Frank, Part 1^Robert Frank^^^^^30m^Tania Ketenjian^Elliot Stapleton^7/7/09^7/13/09^AT^no^^y
Our Correspondent, San Francisco, #?: Robert Frank, Part 2^Robert Frank^^^^^30m^Tania Ketenjian^Elliot Stapleton^7/7/09^7/20/09^AT^no^^y
Beyond the Subtitles #247: Aidan Quinn & Connie Nielsen^Aidan Quinn^Connie Nielsen^^^^37m^Stephen Schaefer^Elliot Stapleton^9/16/09^9/21/09^AT^no^^y
Close Listening #85: George Kuchar Reading Part 2^George Kuchar^^^^^27m^Charles Bernstein^Elliot Stapleton^8/20/09^10/5/09^P/SW^no^^y
The Greatest Interview Show of All Time: Emma Wilcox & Evonne M. Davis^Emma Wilcox^Evonne M. Davis^^^^36m^Will Corwin^Elliot Stapleton^9/3/09^10/5/09^AT^yes^^yy
The Greatest Interview Show of All Time: Justine Delaney^Justine Delaney^^^^^26m^Will Corwin^Jeannie Hopper^9/9/09^10/5/09^AT^yes^^n
Off The Rail: Jack Tworkov Exhibit^Jason Andrew^Mira Schor^^^^1h5m^Phong Bui^Jeannie Hopper^9/23/09^10/5/09^AT^yes^^yy
Our Correspondent, San Francisco, #24: Davis Guggenheim^Davis Guggenheim^^^^^24m^Tania Ketenjian^Elliot Stapleton^9/3/09^9/28/09^AT^no^^y
Beyond the Subtitles #246: Tom Hooper & Michael Sheen, The Damned United^Tom Hooper^Michael Sheen^^^^33m^Stephen Schaefer^^9/17/09^9/28/09^AT^no^^yy
Rush Interactive #26^Jill Magid^^^^^35m^Michael Rush^Jeannie Hopper^9/17/09^9/28/09^AT^yes^^y
Close Listening #83: George Kuchar Conversation^George Kuchar^^^^^29m^Charles Bernstein^^8/20/09^9/28/09^P/SW^no^^y
The Greatest Interview Show of All Time^Tiffany Lombardi^^^^^32m^Will Corwin^Jeannie Hopper^9/9/09^9/28/09^AT^yes^^n
Scrying^Jen Denike^Eliza Ryan^Melissa Barak^Joann Agnelli^^30m^Jeannie Hopper^Jeannie Hopper^1/12/10^1/25/10^P/SW^yes^Eliza Ryan no release form^
Radio Purgatory by TheatreThe^Barry Goldman^Aldo Perez^Nathan Roberts^Jenny Lee Mitchell^Matt Muszynski, Richard Ginocchio, Matthew Talmage^42m^David Weinstein^^^10/16/09^P/SW^yes^^
Off the Rail^Martin Wilner^^^^^37m^Phong Bui^Elliot Stapleton^1/15/10^1/25/10^AT^yes^^y
Performa 2009: Paul Elliman Panel at Van Alen Institute^Paul Elliman^Daisy Press^Raviv Ganchrow^Arline Bronzaft^^1h^Pt 1^Beatrice Johnson^11/21/09^12/7/09^P/SW^no^^
Performa 2009^Marianna Castillo Deball^^^^^19m^Defna Ayas^Elliot Stapleton^11/20/09^12/7/09^P/SW^yes^Recommend this go straight to archive^
The Creative Time Summit: Revolutions in Public Practice ^Morris Dickstein^^^^^25m^^^12/3/09^12/7/09^AT^no^^y
Rush Interactive #33^Umer Butt^Thomas Erben^^^^34m^Michael Rush^Jeannie Hopper^1/8/10^1/25/10^AT^yes^^yn
Experimental Composers^Peter Zummo^^^^^1h19m^David Weinstein^Jeannie Hopper^1/12/10^1/28/09^MT^yes^Partial edit: check leveb^
The Greatest Interview Show of All Time^Monica de la Torre^^^^^32m^Will Corwin^Jeannie Hopper^12/9/09^1/25/10^AT^yes^^y
The Greatest Interview Show of All Time^Joe Ahearn^^^^^31m^Will Corwin^Jeannie Hopper^12/10/09^1/25/09^AT^no^^y
Beyond the Subtitles #262^Michael Fassbinder^^^^^22m^Stephen Schaefer^Stephen Schaefer^1/12/10^1/25/10^AT^no^^y
Beyond the Subtitles #261^"Michael Hoffman ""The Last Station"""^^^^^29m^Stephen Schaefer^Stephen Schaefer^1/12/10^1/18/10^AT^no^^n
The Greatest Interview Show of All Time^Elaine Tin Nyo^^^^^37m^Will Corwin^Elliot Stapleton^11/16/09^1/18/10^AT^yes^^y
Channel 192^Andrew Motion ^^^^^41m^192 Books^AT^12/18/09^1/18/10^AT^yes^^y
The Creative Time Summit: Revolutions in Public Practice, Alternative Economies^Rick Lowe^Vik Muniz^Carolina Caycedo^Harrell Fletcher^Julieta Aranda^39m^David Weinstein^David Weinstein^12/3/09^12/7/09^AT^no^^yynnn
Clocktower Oral History Project^Colette^^^^^20m^Nancy Hwang^Nancy Hwang^12/7/09^1/18/09^HA^no^^
Close Listening #98^Dimitri Golynko^^^^^40m^Charles Bernstein^Penn Sound^11/24/09^1/18/09^P/SW^no^^y
The Greatest Interview Show of All Time^Grace Shulman^^^^^35m^Will Corwin^Jeannie Hopper^^1/18/09^AT^yes^^n
The Creative Time Summit: Revolutions in Public Practice, Ambiguity is My Political Weapon^David Levi Strauss^Liam Gillick^Marc Fischer^^^24m^David Weinstein^David Weinstein^1/1/10^1/11/10^AT^no^^yyn
Clocktower Oral History Project^Heilmann^Vito Acconci^^^^^Nancy Hwang^^12/2/09^Heilmann: 01/04/1010 and Acconti 01/11/10^^no^^
Clocktower Oral History Project^Ellen Phelgn^^^^^8m^Nancy Hwang^^11/9/09^12/28/09^LH^no^^
Clocktower Oral History Project^Jene Highstein^Alann Heiss^^^^11m^Nancy Hwang^Elliot Stapleton^10/23/09^11/16/2009 and 01/11/2010^LH^no^2 parts total^
Clocktower Oral History Project^Ellen Phelan^Joel Shapiro^^^^9m^Nancy Hwang^Jeannie Hopper^11/11/09^Phelan:11/30/2009 and Shapiro: 12/07/2009^LH^no^2 parts total^
Clocktower Oral History Project^Joel Shapiro^^^^^11m^Nancy Hwang^^11/9/09^12/7/09^LH^no^^
Clocktower Oral History Project^Bill Beirne^^^^^4m^Nancy Hwang^^11/4/09^11/23/09^LH^no^^
Clocktower Oral History Project^Ann Magnuson^^^^^13m^Nancy Hwang^Elliot Stapleton^11/3/09^12/14/09^LH^no^^
Clocktower Oral History Project^Richard Nonas^Jeffrey Dietch^^^^11m^Nancy Hwang^^10/23/09^Deitch - 11/09/2009, Nona - 12/21/2009^LH^no^^
Off the Rail^Leonard Lopate^^^^^38m^Phong Bui^David Weinstein^12/21/09^1/11/10^AT^yes^^y
Rush Interactive #32^Michael Joo^^^^^32m^Michael Rush^Jeannie Hopper^12/17/09^1/11/10^AT^yes^^y
Performa 2009: Mike Kelley and Destroy All Monsters^Mike Kelley^Destroy All Monsters^^^^21m^David Weinstein^David Weinstein and Jeannie Hopper^12/18/09^1/1/10^AT^no^^
The Creative Time Summit: Revolutions in Public Practice, Sustainability in the Face of Global Meltdown^Peter Fend^Mel Chin^Eve S. Mosher^^^26m^David Weinstein^David Weinstein and Jeannie Hopper^12/18/09^1/4/10^P/SW^no^^yyy
Close Listening #97^Dimitri Golynko^^^^^30m^Charles Bernstein^Penn Sound^11/24/09^1/11/09^P/SW^no^^y
The Greatest Interview Show of All Time^Michael Ballou^^^^^31m^Will Corwin^Jeannie Hopper^11/24/09^1/11/10^AT^yes^^y
The Greatest Interview Show of All Time^Lola Pashalinski^^^^^47m^Will Corwin^^11/4/09^1/11/10^AT^yes^^n
Beyond the Subtitles #260^"Rachel Weisz, ""The Lovely Bones"""^^^^^^Stephen Schaefer^Stephen Schaefer^12/7/09^1/11/10^AT^no^^y
Beyond the Subtitles #259^"James McAvoy, ""The Last Station"""^^^^^26m^Stephen Schaefer^Stephen Schaefer^11/25/09^1/4/10^AT^no^^y
HERE Arts^Thomas Bradshaw^^^^^30m^Pete McCabe^Elliot Stapleton^10/30/09^1/4/10^AT^yes^^y
The Greatest Interview Show of All Time^Maude Maggart^^^^^36m^Will Corwin^Jeannie Hopper^11/24/09^1/4/10^AT^no^^y
Performa 2009: A Fantastic World Superimposed on Reality^Joan LaBarbara ^John Duncan^^^^30m^David Weinstein^David Weinstein and Elliot Stapleton^12/17/09^12/28/09^AT^no^^yyy
Performa 2009: A Fantastic World Superimposed on Reality^Z'EV^^^^^35m^David Weinstein^David Weinstein and Elliot Stapleton^12/17/09^12/21/09^AT^no^^n
The Creative Time Summit: Revolutions in Public Practice, Sustainability Making Oppression Visible^Ozul Enwezer^Yael Bartana^Dara Greenwald^Alfredo Jaar^^28m^David Weinstein^David Weinstein and Elliot Stapleton^12/17/09^12/28/09^P/SW^no^^n
The Creative Time Summit: Revolutions in Public Practice, Sustainability Social Organizing as Aesthetic Act^Maria Lind^Bik Van der Pol^Suzanne Lacy^Lars Bang Larsen^^27m^David Weinstein^David Weinstein and Elliot Stapleton^12/17/09^12/21/09^P/SW^no^^yyyy
The Greatest Interview Show of All Time^Jack Waters^Peter M. Cramer^^^^35m^Will Corwin^Jeannie Hopper^11/10/09^12/28/09^AT^yes^^nn
Channel 192^Colum McCann^^^^^51m^192 Books^Elliot Stapleton^12/9/09^1/11/10^AT^yes^^y
Beyond the Subtitles #258^Thelma Adams^^^^^41m^Stephen Schaefer^Stephen Schaefer^12/17/09^12/28/09^AT^yes^^n
Close Listening #96^Rosemarie Waldrop^^^^^29m^Charles Bernstein^Penn Sound^11/24/09^1/4/09^P/SW^yes^^y
Close Listening #95^Rosemarie Waldrop^^^^^34m^Charles Bernstein^Penn Sound^11/24/09^12/28/09^P/SW^no^^y
Beyond the Subtitles #222^Matt Aselton^"Paul Dano, ""Gigantic"""^^^^12m^Stephen Schaefer^Stephen Schaefer^4/6/09^^AT^no^^y
A Conversation With Public Artists^Myrah Brown Green^Wendy Feuer^Chakaia Backer^Colin Chase^Harriet Senie, Sandy Winters^56m^Savona Bailey-McClain^Jeannie Hopper^12/2/09^12/21/09^LH^yes^^n
Beyond the Subtitles #257^"James Cameron, ""Avatar"""^^^^^27m^Stephen Schaefer^Stephen Schaefer^12/14/09^12/21/09^AT^no^^y
HERE Arts^Kristen Marting^Jennifer Gibbs^^^^24m^Peter McCabe^Elliot Stapleton^10/30/09^12/28/09^AT^yes^^nn
The Greatest Interview Show of All Time^Magdelena Droste^^^^^29m^Will Corwin^Jeannie Hopper^11/3/09^12/21/09^AT^yes^^y
Beyond the Subtitles #256^"Julianne Moore, ""A Single Man"""^^^^^20m^Stephen Schaefer^Stephen Schaefer^12/8/09^12/21/09^AT^no^^y
Close Listening #94^Keith Waldrop^^^^^30m^Charles Bernstein^Penn Sound^11/24/09^12/21/09^P/SW^no^^y
Channel 192^Nicholas Fox Weber^^^^^46m^192 Books^Elliot Stapleton^10/29/09^12/21/09^AT^yes^^y
Beyond the Subtitles #255^"Lily Cole, ""The Imagination of Dr. Parnassus"""^^^^^35m^Stephen Schaefer^^12/8/09^12/14/09^AT^no^^y
Close Listening #93^Keith Waldrop^^^^^25m^Charles Bernstein^Penn Sound^11/24/09^12/14/09^P/SW^no^^y
Dialogues in Asian Contemporary Art^Lee Mingwei^^^^^29m^Leeza Ahmady^Elliot Stapleton^11/11/09^12/14/09^AT^no^^y
Performa 2009: Extracurricular Activity Projective Reconstruction No. 324^Mike Kelley^^^^^1h^Judson Church^Heather Bregman^12/7/09^12/14/09^P/SW^no^^y
Performa 2009: Not for Sale Panel^George E. Lewis^Tony Conrad^Arto Lindsay^Brandon W. Joseph^^1h34m^Artists Space^Elliot Stapleton^11/21/09^12/14/09^P/SW^no^^n
The Greatest Interview Show of All Time^Rosemarie Fiore^^^^^31m^Will Corwin^Jeannie Hopper^10/5/09^12/14/09^AT^yes^^y
The Greatest Interview Show of All Time^Susan Silas^^^^^36m^Will Corwin^David^10/21/09^12/21/09^AT^yes^^y
The Greatest Interview Show of All Time^Alan W.  Moore^^^^^^Will Corwin^Jeannie Hopper^10/27/09^12/28/09^AT^yes^^n
The Greatest Interview Show of All Time^Philip Schultz^^^^^30m^Will Corwin^Will Corwin^12/2/09^1/4/10^AT^yes^^y
Off the Rail^Carroll Dunham^^^^^1h5m^Phong Bui^Jeannie Hopper^10/26/09^12/21/09^AT^yes^^y
The Greatest Interview Show of All Time^Martha Clarke^^^^^^Will Corwin and David Weinstein^Jeannie Hopper^11/12/09^12/7/09^AT^no^^y
HERE Arts^Yanira Casto^^^^^27m^Peter McCabe^Elliot Stapleton^1/30/09^12/7/09^AT^yes^^n
Channel 192^Wayne Koestenbaum^^^^^1h7m^192 Books ^Jeannie Hopper^11/11/09^12/7/09^P/SW^yes^^y
Close Listening #92^Marjorie Perloff^^^^^30m^Charles Bernstein^Jeannie Hopper^11/9/09^11/16/09^P/SW^yes^^y
Rush Interactive #22^Michael Smith^^^^^^Michael Rush^Jeannie Hopper^11/17/09^12/7/09^AT^no^^n
Beyond the Subtitles #254^"Ben Foster, ""The Messenger"" "^^^^^17m^Stephen Schaefer^Stephen Schaefer^11/17/09^11/30/09^AT^yes^^y
The Greatest Interview Show of All Time^Erin Riley-Lopez^^^^^32m^Will Corwin^Jeannie Hopper^10/14/09^11/30/09^AT^yes^^n
Performa 2009^Aurelien Froment^Youri Dirkx^^^^28m^Rosalee Goldberg^Jeannie Hopper^11/17/09^11/30/09^P/SW^no^^yy
Performa 2009^Ahmet Ogut^^^^^27m^Defne Ayas^Elliot Stapleton^11/13/09^11/30/09^P/SW^yes^^y
Performa 2009^Michael Portnoy^Sarina Basta^^^^32m^Defne Ayas^Jeannie Hopper^11/18/09^11/30/09^P/SW^yes^^yy
Performa 2009^"Paul Elliman, ""Sirens Taken for Wonders"""^^^^^20m^Defne Ayas^Jeannie Hopper^11/18/09^11/30/09^P/SW^yes^^y
Intonarumori: Rehearsals^^^^^^^^^11/11/09^^^no^^?
